input	target
Hino	Hino
testiajoon	testi + ajoon
ruhoista	ruho + ista
tulokseen	tulo + kseen
Handelsbankenin	Handelsbanken + in
helpottaa	helpottaa
Aarhus	Aarhus
viuhuvat	viuhu + vat
perustamisestaan	perustami + sestaan
loppupeleissä	loppu + peleissä
kollegalleen	kollega + lleen
olennot	olen + not
varjo	varjo
pääsikin	pääs + ikin
säädettiin	sää + dettiin
Pariisista	Pariisi + sta
Yahoo	Yahoo
tietomurto	tieto + murto
erottuvat	erottu + vat
tunnettuun	tun + nettuun
oleellisia	oleelli + sia
mietintöön	mietintö + ön
kurkustaan	kurk + ustaan
näkökulmasta	näkö + kulmasta
etua	etu + a
vaaditun	vaa + ditun
varteen	varte + en
EUROMED	EUROMED
1970-luvulla	1970 + -luvulla
sekaantui	sekaantu + i
kahdettatoista	kahde + ttatoista
viikon	viik + on
radiologian	radiologia + n
koiria	koir + ia
pohjanoteeraus	pohja + noteeraus
perhettä	perhe + ttä
lentoyhtiönsä	lento + yhtiönsä
dataliikennettä	data + liikennettä
ryhmällä	ryhmä + llä
monille	moni + lle
kirjoitettua	kirjoit + ettua
kauden	kau + den
törmää	törmä + ä
typerä	typerä
vaihtoehtoina	vaihto + ehtoina
selkeän	selkeä + n
erikoisemmilla	erikoi + semmilla
lieveilmiöistä	lieve + ilmiöistä
aramealaiseen	aramealai + seen
työelämän	työ + elämän
apurahat	apu + rahat
kantonivaaleissa	kantoni + vaaleissa
Koskela	Koskela
monologissa	monologi + ssa
näytellä	näytellä
high-speed	high-speed
rantaviivan	ranta + viivan
Olavi	Olavi
Lintilän	Lintilä + n
iloisesti	iloisesti
Berlusconia	Berlusconi + a
kuollessaan	kuoll + essaan
siivet	sii + vet
Mäkelä	Mäkelä
kadonnut	kado + nnut
glitteriä	glitteri + ä
salaperäisen	sala + peräisen
digiverkossa	digiverk + ossa
erittelyjä	erittely + jä
lauantaina	lauantai + na
paksujen	paksu + jen
piispainkokouksessa	piispain + kokouksessa
puolivalmisteet	puoli + valmisteet
passiivisia	passiivi + sia
vartijan	vartija + n
väärentämistä	väärentämi + stä
Michael	Michael
susurrans	susurrans
ennakkoäänestyksessä	ennakko + äänestyksessä
tavaratalo	tavara + talo
juustoja	juusto + ja
CD:nä	CD + :nä
täysimääräisesti	täysi + määräisesti
suojalausekkeita	suoja + lausekkeita
luennoitsijan	luennoitsija + n
Titeenien	Titeeni + en
rakennettua	raken + nettua
neljäs	neljäs
sirrr	sirrr
kuulostaisi	kuulosta + isi
elättääkseen	elättää + kseen
loksahti	loksaht + i
lukeutuvat	lukeutu + vat
hyväkseni	hyväkseni
paperihaarniskoista	paperi + haarniskoista
suurempa	suur + empa
seksielämää	seksi + elämää
järjestelmäintegraatio-	järjestelmä + integraatio-
määrätyissä	määrä + tyissä
sanaan	sana + an
täytäntöönpanon	täytäntöön + panon
rakennus	rakennus
uudistuksia	uudistu + ksia
itsemääräämisoikeudestaan	itsemääräämisoikeu + destaan
putki	putki
tavoitteiden	tavoit + teiden
ylibyrokratialla	yli + byrokratialla
8.	8.
Thessalonikissa	Thessaloniki + ssa
sairaalalähteisiin	sairaala + lähteisiin
vaihteesta	vaih + teesta
soitat	soit + at
kelpaavaa	kel + paavaa
neutraaleja	neutraal + eja
kapitalismin	kapitalismi + n
dokumentteja	dokumentt + eja
kohdilleen	koh + dilleen
voisilmä	voi + silmä
terrorisoida	terrorisoida
TiTeTa-väestä	TiTeTa + -väestä
käsiaseiden	käsi + aseiden
heikkouden	heikkou + den
puretaan	pur + etaan
päiväkirjan	päivä + kirjan
päivettyneestä	päivettyn + eestä
CN-koodiin	CN + -koodiin
tuhannen	tuha + nnen
o:n	o + :n
fysikaalisilta	fysikaali + silta
tarkastelu	tarkastelu
elävä	elävä
Annikki	Annikki
tytön	tyt + ön
jäisessä	jäi + sessä
univelkaa	uni + velkaa
rakensi	raken + si
United	United
allekirjoittamiseen	allekirjoittami + seen
syrjintä	syrjintä
kaljassa	kalja + ssa
Trierin	Trier + in
R:stä	R + :stä
Pekan	Pek + an
kansalliseen	kansalli + seen
ahdisti	ahdist + i
lintuinfluenssa	lintu + influenssa
tarkoittavana	tarkoitta + vana
nimet	nim + et
valvottava	valvo + ttava
lävitse	lävitse
koulutuspolitiikan	koulutus + politiikan
IT-laitoksen	IT + -laitoksen
psykologi	psykologi
katselemiselle	katselemi + selle
alistetussa	alistet + ussa
Euroopassa	Euroop + assa
tiedoksi	tie + doksi
mennä	mennä
raporteilla	raport + eilla
ratkeaa	ratke + aa
kielentutkimuksen	kielen + tutkimuksen
kotona	kotona
Tennesseestä	Tennessee + stä
käsivarsi	käsi + varsi
maanpäällinen	maan + päällinen
pelinappula	peli + nappula
toiminnassa	toimin + nassa
tilastonsa	tilasto + nsa
EU:N	EU + :N
aspekteja	aspekt + eja
käyttökieli	käyttö + kieli
jumaluudet	jumaluu + det
kohteet	koh + teet
voittamassa	voitta + massa
itse	itse
palamassa	pala + massa
MFF	MFF
loukkaantumisista	loukkaantumi + sista
typerille	typer + ille
pahoittelut	pahoittelu + t
nukkumaan	nukku + maan
eksynyt	eksy + nyt
haluistaan	halu + istaan
optimaalisesti	optimaalisesti
miehensäkään	mie + hensäkään
vaihtuessa	vaihtu + essa
urheilijoita	urheilij + oita
käsiteltiin	käsitel + tiin
reippaan	reip + paan
korvattiin	korva + ttiin
P.	P.
oltiin	ol + tiin
amerikkalaistoimittajat	amerikkalais + toimittajat
hautovat	hauto + vat
vapauttamisen	vapauttami + sen
thriller	thriller
voileipänsä	voi + leipänsä
Turm	Turm
asteeseen	aste + eseen
entisestään	entisestään
46.1	46.1
kiinnittämään	kiinnittä + mään
talleja	tall + eja
yhdyskuntapalvelun	yhdyskunta + palvelun
vaihtoehtoisesti	vaihto + ehtoisesti
pystyi	pysty + i
itäiset	itäi + set
lanseerasi	lanseera + si
pakkasherra	pakkas + herra
satulalaukuissa	satula + laukuissa
alkoholiongelmaisia	alkoholi + ongelmaisia
matalaa	matala + a
ruumiit	ruumi + it
puolueella	puolue + ella
Son	Son
alkulähde	alku + lähde
tuttu	tuttu
Bosniaan	Bosnia + an
aikomuksena	aikomu + ksena
ehdottoman	ehdot + toman
runo	runo
panemaan	pan + emaan
kaupankäynnissä	kaupan + käynnissä
tunnustuksen	tunnustu + ksen
vert	ver + t
työharjoittelun	työ + harjoittelun
asettamalla	asetta + malla
tähtäsi	täh + täsi
puheenjohtajuus	puheen + johtajuus
kiiti	kiit + i
ympärilläni	ympärillä + ni
opittiin	op + ittiin
voiman	voima + n
MoDem-puolueen	MoDem + -puolueen
tuntiopettajana	tunti + opettajana
tukimarkoista	tuki + markoista
ottikin	ott + ikin
köyhällä	köyhä + llä
itäosaa	itä + osaa
Roque	Roque
oikeusperusta	oikeus + perusta
kitaraintro	kitara + intro
oikeudesta	oikeu + desta
orkesteri	orkesteri
levittäytyen	levittäyty + en
kuvatessamme	kuva + tessamme
ev.-lut.	ev + .-lut.
tulevat	tul + evat
reunaan	reuna + an
mystifioinut	mystifioi + nut
tottuminen	tottuminen
kipuajiin	kipuaj + iin
maaten	maa + ten
hämärässä	hämärä + ssä
totalitaarista	totalitaari + sta
tarpeellisena	tarpeelli + sena
kestävän	kestä + vän
Oxenstiernan	Oxenstierna + n
ihmiskaupan	ihmis + kaupan
tutkimusrahoituksesta	tutkimus + rahoituksesta
peruskaava	perus + kaava
Memphisin	Memphis + in
kylkiä	kylki + ä
omaansa	oma + ansa
kruunu	kruunu
ryhmitellään	ryhmitellä + än
Narrative	Narrative
täyttymisen	täyttymi + sen
Diamondin	Diamond + in
nousua	nousu + a
plussan	plussa + n
mitää	mi + tää
Dh4+	Dh4+
taiteilevalle	taiteil + evalle
tuoteluettelosta	tuote + luettelosta
tiedonantovaatimukset	tiedon + antovaatimukset
porvareita	porvar + eita
kukkaron	kukkaro + n
edustuskuntoon	edustus + kuntoon
pakkasyön	pakkas + yön
renkaaksi	ren + kaaksi
hitaita	hi + taita
perustamiseen	perustami + seen
yläaste	ylä + aste
velka	velka
tieliikennettä	tie + liikennettä
yrittämättä	yrittä + mättä
lattiamatolle	lattia + matolle
termiselityksiin	termi + selityksiin
5,54	5,54
harmia	harmi + a
opetus	opetus
exf4	exf4
insestitabu	insesti + tabu
tahtia	tahti + a
miinuksella	miinu + ksella
tarjoiltiin	tarjoil + tiin
oikeudenmukaisesti	oikeuden + mukaisesti
hameen	hame + en
Aamulehden	Aamuleh + den
1248–1302	1248–1302
hiussoljen	hius + soljen
makumieltymysten	maku + mieltymysten
sairastua	sairastua
geometry	geometry
neuvotteluvaltuutensa	neuvottelu + valtuutensa
Euro–Välimeri-sopimuksella	Euro + –Välimeri-sopimuksella
hintaedellytysten	hinta + edellytysten
singaalin	si + ngaalin
luodaan	luoda + an
alkuperäiseen	alku + peräiseen
tekoälyn	teko + älyn
pehmeämpää	pehmeä + mpää
tulokset	tulo + kset
virallinen	virallinen
ihanimmillaan	ihan + immillaan
matematiikka	matematiikka
haastattelussa	haastattelu + ssa
646	646
kutsuvan	kutsuva + n
melun	melu + n
luotti	luott + i
haukku	haukku
millainen	millainen
panna	panna
kanavat	kanava + t
biodiversiteettikirjallisuuden	biodiversiteetti + kirjallisuuden
Kuuslammista	Kuuslam + mista
kirjoittamaan	kirjoitta + maan
suomalaiseen	suomalai + seen
perävaunun	perä + vaunun
vakaina	vaka + ina
todenperäisyyden	toden + peräisyyden
vaivasikin	vaiva + sikin
Ylelle	Yle + lle
teeastiastoni	tee + astiastoni
Sanoman	Sanoma + n
tekijänoikeusrikoksiin	tekijän + oikeusrikoksiin
unohtunut	unohtu + nut
Khorio	Khorio
datassa	data + ssa
mielenosoitus	mielen + osoitus
suuntautunut	suuntautu + nut
konseptialbumi	konsepti + albumi
pelattiin	pela + ttiin
tullimaksuja	tulli + maksuja
assosiointisopimusta	assosiointi + sopimusta
pehmoiselta	pehmoi + selta
tuomioistuimissa	tuomio + istuimissa
hakoteillä	hakoteillä
julkaisuaikataulussa	julkaisu + aikataulussa
seilasi	seila + si
isoisän	isoisä + n
Itä-Kiinan	Itä-Kiina + n
Nepalissa	Nepal + issa
yhdistellä	yhdistellä
täytyyhän	täyty + yhän
ärtsymmästä	ärtsy + mmästä
jauhopeukalot	jauho + peukalot
vasemmalla	vase + mmalla
kiertokäynnin	kierto + käynnin
pilarin	pilari + n
Pekun	Peku + n
tammia	tammi + a
ehdokkaat	ehdok + kaat
ehdotetut	ehdot + etut
polkupyörä	polku + pyörä
keskeisimmin	keskeis + immin
tietyt	tiet + yt
nimikin	nimi + kin
puitepäätöksestä	puite + päätöksestä
epäili	epäil + i
snacks-tuotteita	snacks + -tuotteita
luonteeseen	luon + teeseen
otamme	ot + amme
Vitut	Vitut
eräitä	erä + itä
Juho	Juho
huijaamaan	huija + amaan
hehtaaria	hehtaari + a
keskittyä	keskittyä
simuloinnin	simuloin + nin
Portugalia	Portugali + a
tietävänsä	tietä + vänsä
Berlusconi	Berlusconi
kiinalaisnainen	kiinalais + nainen
rohkaisee	rohkais + ee
säästävistä	säästä + vistä
en	en
kotiensa	koti + ensa
karannu	kara + nnu
alueelleen	alue + elleen
työryhmään	työ + ryhmään
Samarin	Samar + in
nelivetoinen	neli + vetoinen
lehdissä	leh + dissä
maalaamaan	maala + amaan
rohjennut	rohje + nnut
Automatic	Automatic
50-vuotisjuhliaan	50 + -vuotisjuhliaan
kaupallisille	kaupalli + sille
vaihdosta	vaih + dosta
mm	mm
puhelu	puhelu
Oscar-ehdokkuuden	Oscar + -ehdokkuuden
ulottumattomiin	ulottumattomiin
ykkösjoukkueeseen	ykkös + joukkueeseen
Rössler	Rössler
liukuhihnatyötekijä	liuku + hihnatyötekijä
kuukautena	kuukau + tena
hedelmällistä	hedelmälli + stä
mukavaan	mukava + an
seasta	seasta
kerrokseen	kerro + kseen
Veikkausliigassa	Veikkausliiga + ssa
seuraansa	seura + ansa
kunnasta	kun + nasta
tasoeroista	taso + eroista
alkuainetta	alku + ainetta
väitettiin	väit + ettiin
BigChampagne	BigChampagne
pokerin	pokeri + n
harrastelijoiden	harrastelij + oiden
moukkamaisesti	moukkamaisesti
liittynyt	liitty + nyt
koulutuksellisia	koulutukselli + sia
Thrashes	Thrashes
Wienin-vuosinaan	Wienin + -vuosinaan
otsat	otsa + t
vaikeutuvat	vaikeutu + vat
Saramäki	Saramäki
kehittyneemmissä	kehittyn + eemmissä
vierustoja	vierus + toja
Metsähallitukselle	Metsähallitu + kselle
puhalluksen	puhallu + ksen
puolaksi	puola + ksi
enimmäkseen	enimmäkseen
nostatti	nostatt + i
divisioonaan	divisioona + an
kilpailisit	kilpail + isit
mallina	malli + na
synnytettiin	synnyt + ettiin
Rehn	Rehn
sukulaisilleen	sukulai + silleen
taatessa	taa + tessa
laajoja	laaj + oja
voimakkaasti	voimakkaasti
tykkää	tyk + kää
Granlundin	Granlund + in
pysähtyvän	pysähty + vän
kätenikin	kä + tenikin
autokolarin	auto + kolarin
Runeberg	Runeberg
fxe5	fxe5
Ten	Ten
pienikokoinen	pieni + kokoinen
id-sarakkeessa	id + -sarakkeessa
kakssattoo	kaks + sattoo
konferensseissa	konferenss + eissa
Turussakin	Tur + ussakin
koluttavaa	kolu + ttavaa
kerman	kerma + n
Shrewsbury	Shrewsbury
osuvaa	osuva + a
pääseminen	pääseminen
äänikynnyksen	ääni + kynnyksen
Daniel	Daniel
Niemisen	Niemi + sen
aiemminkin	aiemmin + kin
Margaretha	Margaretha
historiikissa	historiik + issa
Tienshinhanin	Tienshinhan + in
rahoittavat	rahoitta + vat
tietoteknisiä	tieto + teknisiä
viiteen	vii + teen
Juvalin	Juval + in
junan	juna + n
:DD	:DD
komitean	komitea + n
tehtävänne	tehtävä + nne
tietokonenäyttöjä	tieto + konenäyttöjä
käyttäessään	käyttä + essään
valtuutensa	valtuu + tensa
laskemaan	laske + maan
sakista	sak + ista
kohdeltava	kohdel + tava
kannalla	kan + nalla
Android-jyrä	Android + -jyrä
vaikeasti	vaikeasti
kaupungistuminen	kaupungistuminen
veljekseen	vel + jekseen
Nissan	Nissan
Bittorrent	Bittorrent
93/197/ETY	93/197/ETY
sanalla	sana + lla
lopettamiseen	lopettami + seen
loputtoman	loput + toman
siistiin	siisti + in
Clutterin	Clutter + in
talouslinjauksille	talous + linjauksille
itsehallinnosta	itsehallin + nosta
Toyota-yhtymä	Toyota + -yhtymä
seuraavien	seuraav + ien
Mercosur-maihin	Mercosur + -maihin
jännitteitä	jännit + teitä
avointen	avoin + ten
lukeneet	luke + neet
valmistavat	valmista + vat
tehdylle	teh + dylle
tutkimisprosessista	tutkimis + prosessista
tieteentekijälle	tieteen + tekijälle
toivuttu	toi + vuttu
Beuthen	Beuthen
kärkikolmikon	kärki + kolmikon
soolouralle	soolo + uralle
valitsi	vali + tsi
mielipiteistä	mieli + piteistä
keinona	keino + na
suurikin	suuri + kin
Guarantyn	Guaranty + n
seuraavaa	seuraava + a
aikaansaadun	aikaan + saadun
varoista	var + oista
ryövärien	ryöväri + en
satojen	sa + tojen
huolenaiheeni	huolen + aiheeni
vanhemmat	vanhem + mat
eläinperäisissä	eläin + peräisissä
naimisiin	naimisiin
lähettäneet	lähettä + neet
maatalousajoneuvot	maa + talousajoneuvot
onnistumatta	onnistu + matta
minuutin	minuut + in
kemikaali	kemikaali
laskeutui	laskeutu + i
kuulumattomien	kuulumat + tomien
tarkoitettujen	tarkoit + ettujen
Arden	Arden
hämyinen	hämyinen
serbit	serbi + t
rationaalisia	rationaali + sia
maaseudun	maa + seudun
taho	taho
varasi	vara + si
parhaillaan	parhaillaan
5WPR:stä	5WPR + :stä
entisiä	enti + siä
paikkakunnalla	paikka + kunnalla
mentäessä	men + täessä
saisimme	sa + isimme
uhkaavan	uhkaava + n
1966	1966
ajokielto	ajo + kielto
koordinointiin	koordinointi + in
vetäytyi	vetäyty + i
huone	huone
tuontituotteisiin	tuonti + tuotteisiin
diabeetikkojen	diabeetikko + jen
jalkaväenkenraali	jalka + väenkenraali
laskemista	laskemi + sta
oivallus	oivallus
ihmisiä	ihmi + siä
toimituksesta	toimitu + ksesta
elämää	elämä + ä
vasojen	vas + ojen
Mäkisen	Mäki + sen
1999-2000	1999-2000
ihmiskauppa	ihmis + kauppa
väitöstutkimuksensa	väitös + tutkimuksensa
Andrew	Andrew
Enrique	Enrique
paikasta	paik + asta
toteuttamisesta	toteuttami + sesta
kirjoituksissa	kirjoitu + ksissa
pysyvällä	pysyvä + llä
torttua	torttu + a
sotilaskoneilla	sotilas + koneilla
EMN:llä	EMN + :llä
kuvittelet	kuvit + telet
tiedonsiirto-	tiedon + siirto-
vaalisi	vaali + si
maksoi	maks + oi
assosiaatiokomitea	assosiaatio + komitea
Gold	Gold
Puolassa	Puola + ssa
farkkuihin	fark + kuihin
käsittelenkin	käsit + telenkin
tuntikausia	tunti + kausia
jälkimmäinen	jälkimmäinen
yleisöltä	yleisö + ltä
igen	igen
tienny	tie + nny
katsovien	katso + vien
kortin	kort + in
50–64-vuotiaat	50 + –64-vuotiaat
3-2	3-2
59	59
pieni	pieni
suosittelen	suosit + telen
Åfelt	Åfelt
koituneen	koitu + neen
marinoituja	marinoi + tuja
varustettu	varust + ettu
maatutkaluotauksiin	maa + tutkaluotauksiin
perättäistä	perättäi + stä
peltojen	pelto + jen
constructive	constructive
ilahduttavan	ilahdutta + van
vähennystä	vähennys + tä
Housessa	House + ssa
juomatta	juo + matta
vaihtoi	vaiht + oi
talojen	talo + jen
virastojen	virasto + jen
Flight	Flight
sihteeristöstä	sihteeristö + stä
Jeania	Jean + ia
järjestetty	järjest + etty
Kago	Kago
kustannussäästöistä	kustannus + säästöistä
poikasista	poika + sista
Jussi	Jussi
Lienzissä	Lienz + issä
onnistuneella	onnistun + eella
englishissä	english + issä
ampumasijojen	ampuma + sijojen
teurastamot	teurastamo + t
olennaisin	olennai + sin
Uralin	Ural + in
2009	2009
väsyimme	väsy + imme
tavaroista	tavar + oista
ammattikokemus	ammatti + kokemus
seuraamisen	seuraami + sen
Combat	Combat
Hybridin	Hybridi + n
tuotannonalalle	tuotannon + alalle
nojaan	noja + an
sarjaa	sarja + a
onnettomuustiheyttä	onnettomuus + tiheyttä
tavis	tavis
alkoholipitoista	alkoholi + pitoista
edestakaisin	edestakaisin
epätasapainoon	epä + tasapainoon
kotiyleisön	koti + yleisön
vinoon	vinoon
toisilta	toi + silta
parodiaa	parodia + a
välinpitämättömyys	välinpitämättömyys
säestää	säestää
jona	jo + na
hommat	homma + t
Kaavilla	Kaavi + lla
suurlähetystön	suur + lähetystön
Chávez	Chávez
helpottamaan	helpotta + maan
kehitystyön	kehitys + työn
kosteaan	kostea + an
polvilleen	polvi + lleen
Doranin	Doran + in
päättynyt	päätty + nyt
taittui	taittu + i
seuralaisia	seuralai + sia
Gennep	Gennep
AAA	AAA
kussakin	ku + ssakin
päänäyttämö	pää + näyttämö
varsinaiselta	varsinai + selta
kokoontuvat	kokoontu + vat
huutoja	huuto + ja
Heidi	Heidi
ruotsinpuolelle	ruotsi + npuolelle
merta	mer + ta
tarkoittaa	tarkoittaa
kamera	kamera
pitopalveluun	pito + palveluun
hyväksyttäviksi	hyväksy + ttäviksi
kasvihuonekaasupäästöjen	kasvi + huonekaasupäästöjen
tehtäväluetteloita	tehtävä + luetteloita
periodi	periodi
cosplay	cosplay
pysyttävä	pysy + ttävä
Telegraph-sanomalehden	Telegraph + -sanomalehden
suorina	suor + ina
kalliin	kalli + in
pikkuleipien	pikku + leipien
vietti	viett + i
routa	routa
haistelemaan	haistel + emaan
Belgiaan	Belgia + an
aiheellista	aiheelli + sta
poistettavana	poist + ettavana
arvonnousuilla	arvon + nousuilla
uunivuokaan	uuni + vuokaan
mellakoitsijoiden	mellakoitsij + oiden
rangaistukset	rangaistu + kset
2819/98	2819/98
chief	chief
Christchurch	Christchurch
arvelee	arvel + ee
konepellissä	kone + pellissä
jakautunut	jakautu + nut
aseistuksen	aseistu + ksen
luihin	lu + ihin
mihranidi-dynastian	mihranidi + -dynastian
vastaaviin	vastaav + iin
peittämiseksi	peittämi + seksi
aktiivisiin	aktiivi + siin
teemassa	teema + ssa
mielenosoitusvapaus	mielen + osoitusvapaus
aistikas	aistikas
kebab	kebab
akkojen	akk + ojen
maantieajoneuvoihin	maan + tieajoneuvoihin
sorron	sor + ron
tuhota	tuhota
sotaretken	sota + retken
louhintaa	louhinta + a
sellu-	sellu + -
suunnitelmien	suunnitelm + ien
johdonmukaisuutta	johdon + mukaisuutta
ilmaisulla	ilmaisu + lla
ajallinen	ajallinen
kapteenina	kapteeni + na
markkinaolosuhteiden	markkina + olosuhteiden
nauttivat	nautti + vat
bugeja	bug + eja
helpottunut	helpottunut
panostaa	panostaa
Ylva	Ylva
valtakunnan	valta + kunnan
sateenkaarta	sateen + kaarta
koulutuskapasiteettia	koulutus + kapasiteettia
ihhailee	ih + hailee
minussa	min + ussa
tarjoilija	tarjoilija
Libušen	Libuše + n
Dockeryn	Dockery + n
1365	1365
mielijohteesta	mieli + johteesta
162/2003	162/2003
verkkoyhteydet	verkko + yhteydet
silloin	silloin
nautiskelen	nautiskel + en
huhti–kesäkuuhun	huhti + –kesäkuuhun
erikoistyöesitelmiä	erikois + työesitelmiä
lopputulosta	loppu + tulosta
asianmukaisen	asian + mukaisen
eräästä	erä + ästä
Intiassa	Intia + ssa
kehittyvinä	kehittyv + inä
ledinäytössä	ledi + näytössä
ammatinvalintani	ammatin + valintani
rankaisukeinoja	rankaisu + keinoja
iäkäs	iäkäs
tekstistäsi	teksti + stäsi
naamioituvat	naamioitu + vat
var.	var.
nuorempi	nuor + empi
lentokentällä	lento + kentällä
työllisyys	työllisyys
Aubert	Aubert
laumatovereilta	lauma + tovereilta
elinympäristöstä	elin + ympäristöstä
oppinut	oppi + nut
työmäärästä	työ + määrästä
brittijäseniä	britti + jäseniä
peräänkuuluttaa	perään + kuuluttaa
bittisten	bitti + sten
menettelytapojen	menettely + tapojen
kulkutie	kulku + tie
valtuuden	valtuu + den
tutustuttaviksi	tutustu + ttaviksi
turvaa	turva + a
kuningatarshakin	kuningatar + shakin
toivovat	toivo + vat
tietojensuojaan	tietojen + suojaan
puhumattakaan	puhu + mattakaan
nivelöimätöntä	nivelöimätön + tä
iOS	iOS
Kopparbergiä	Kopparberg + iä
häissä	hä + issä
kyvyistään	ky + vyistään
Palomiehet	Palomiehet
metsästäjien	metsästäj + ien
Thriller	Thriller
perustuvasta	perustu + vasta
turnaus	turnaus
Tanskan	Tanska + n
vaihtaisin	vaihta + isin
nimikkeiden	nimik + keiden
tavanomaisesta	tavan + omaisesta
kappale-esittelyt	kappale + -esittelyt
OECD	OECD
virhe	virhe
toimistokuukkelin	toimisto + kuukkelin
mullasta	mul + lasta
velkoja	velk + oja
kehityksen	kehity + ksen
Kauppia	Kauppi + a
vaihteluväliä	vaihtelu + väliä
