input	target
reunaa	reuna + a
ruutuihin	ruutu + ihin
liian	liian
yleisyydestä	yleisyy + destä
toteaa	to + teaa
esteen	este + en
mietintöluonnoksesta	mietintö + luonnoksesta
monenlaiset	monenlai + set
merkittyinä	merki + ttyinä
väsyneen	väsyn + een
suunnatuista	suunna + tuista
uskomuksia	uskomu + ksia
aion	ai + on
rykäisi	rykäis + i
täydellä	täy + dellä
Deltan	Delta + n
vahvana	vahva + na
juhlat	juhla + t
Commerzbankin	Commerzbank + in
sadevesikaivoon	sade + vesikaivoon
26.	26.
yhdysvaltalainen	yhdys + valtalainen
ylioppilaskokeisiin	yli + oppilaskokeisiin
suosimaan	suosi + maan
Hmmh	Hmmh
reagoimalla	reagoi + malla
koskaan	koskaan
rahamarkkinapaperit	raha + markkinapaperit
luottoluokitusyritykset	luotto + luokitusyritykset
lounge-tyyppinen	lounge + -tyyppinen
tietokoneille	tieto + koneille
Vaasaan	Vaasa + an
Sahin	Sahi + n
useimmat	use + immat
tähdittämä	tähdittä + mä
1600	1600
asennettuja	asen + nettuja
syntynyt	synty + nyt
vaihteesta	vaih + teesta
nostamista	nostami + sta
pendelöivät	pendelöi + vät
isästön	isästö + n
lenkille	lenk + ille
kieltääkin	kieltää + kin
puoliso	puoliso
Inter	Inter
tietokantojen	tieto + kantojen
kuljetuksista	kuljetu + ksista
tahansa	tahansa
potkimassa	potki + massa
istuntoon	istunto + on
samankokoisiksi	samankokoi + siksi
hiljaiselle	hiljai + selle
tilastonsa	tilasto + nsa
Färjestads	Färjestads
suudelmaan	suudelma + an
337	337
palloa	pallo + a
Marktilla	Markt + illa
pankkien	pankki + en
syöpätapauksia	syöpä + tapauksia
Stone	Stone
rahoitukseen	rahoitu + kseen
mentiin	men + tiin
rikki	rikki
tuotu	tuo + tu
alaosa	ala + osa
ongelma	ongelma
gambiitti	gambiitti
räjähtävät	räjähtä + vät
varattuna	vara + ttuna
läpimurtotyön	läpi + murtotyön
kalliot	kallio + t
rajatarkastusasemalla	raja + tarkastusasemalla
Later	Later
kenkäpariin	kenkä + pariin
rakkain	rak + kain
palkintojenjakotilaisuuksissa	palkintojen + jakotilaisuuksissa
ystäväni	ystävä + ni
ennemmin	ennemmin
nosto-oikeuden	nosto + -oikeuden
mahtuikin	mahtu + ikin
painorajoitettu	paino + rajoitettu
hehtaareja	hehtaar + eja
oikeutettua	oikeutettu + a
tammikuuta	tammikuu + ta
etsijöitä	etsij + öitä
Britan	Brita + n
Passionerad	Passionerad
Petäjälammin	Petäjälammi + n
viestivätkö	viesti + vätkö
pelkojammekin	pelko + jammekin
tutkimushenkilöitä	tutkimus + henkilöitä
voisitteko	voi + sitteko
kyvyistä	ky + vyistä
Paasikivelle	Paasikiv + elle
kyselylomakkeet	kysely + lomakkeet
sanansaattajia	sana + nsaattajia
paloiksi	pal + oiksi
puron	puro + n
tyydyttänyt	tyydyttä + nyt
Storsjön	Storsjö + n
dominoiva	dominoiva
ankkuri	ankkuri
Brysseliin	Bryssel + iin
kesäkurpitsa	kesä + kurpitsa
eteisen	etei + sen
kanteen	kan + teen
kyliä	kyl + iä
saatettu	saat + ettu
sisäistä	sisäi + stä
pikavippien	pika + vippien
ratifioimalla	ratifioi + malla
rallatella	rallatella
muistikirjaa	muisti + kirjaa
järkyttyneenä	järkytty + neenä
vert	ver + t
sekuntiin	sekunti + in
ruohokenttiä	ruoho + kenttiä
SAARC	SAARC
hyviltä	hyv + iltä
kaunokirjallista	kauno + kirjallista
rasti	rasti
kahvat	kahva + t
nykyisin	nykyisin
kirjotan	kirjo + tan
ottaenkin	otta + enkin
henkilönvastaisena	henkilö + nvastaisena
Helsinkiin	Helsinki + in
Kajaaninjoella	Kajaaninjo + ella
työpaikoilla	työ + paikoilla
ninen	nine + n
avoimista	avoi + mista
ykkössijalle	ykkös + sijalle
64/432/ETY	64/432/ETY
vakuutettu	vakuut + ettu
kommunistisen	kommunisti + sen
meijeri	meijeri
tautia	tauti + a
puuvaja	puu + vaja
ikkunoista	ikkun + oista
kankeampi	kankea + mpi
löydy	löy + dy
kiitoradalta	kiito + radalta
neuvotteluista	neuvottelu + ista
hallitus	hallitus
sisäpiirikauppoja	sisä + piirikauppoja
presidenttiehdokas	presidentti + ehdokas
kylähulluiksi	kylä + hulluiksi
teollisuusministeriön	teollisuus + ministeriön
viaksi	vi + aksi
vittunaamoiks	vittu + naamoiks
Sibelius	Sibelius
pahoista	pah + oista
tunnetusti	tunnetusti
haasteensa	haaste + ensa
taustakirjallisuutta	tausta + kirjallisuutta
matkustaneet	matkusta + neet
tutummat	tut + ummat
File	File
perustahnan	perus + tahnan
otsa	otsa
harvoin	harvoin
eukosta	euk + osta
toiveista	toive + ista
isin	isi + n
huhti-/toukokuun	huhti + -/toukokuun
ylittänyt	ylittä + nyt
EVM	EVM
vaikutti	vaikutt + i
huomion	huomio + n
saamatta	saa + matta
niinikään	niin + ikään
samanlaista	samanlai + sta
edustaen	edusta + en
Berliini	Berliini
ulkomaalaisten	ulko + maalaisten
neuvostoliittolaisten	neuvostoliittolai + sten
havaitsemani	havai + tsemani
mökillään	mök + illään
kokoelmista	kokoelm + ista
tänäänkin	tänään + kin
laitteiden	lait + teiden
taistellakseen	taistella + kseen
tasoa	taso + a
autioitumissuuntaa	autioitumis + suuntaa
kirjain	kirjain
sohvalle	sohva + lle
kokemus	kokemus
ostoksia	osto + ksia
rataosaa	rata + osaa
tarkkaa	tarkka + a
valtiopäivistä	valtio + päivistä
Dubaista	Dubai + sta
onnettomuuksien	onnettomuu + ksien
laajentumissuunnitelmaa	laajentumis + suunnitelmaa
pysäköintikerroksessa	pysäköinti + kerroksessa
kattoi	katt + oi
osallistuin	osallistu + in
ohjetta	ohje + tta
porokaarre	poro + kaarre
varaus	varaus
2003-2004	2003-2004
perussalaatti	perus + salaatti
notkuivat	notku + ivat
muistuttava	muistutta + va
tuoretagliatellen	tuore + tagliatellen
kummallisempia	kummalli + sempia
perusmallissa	perus + mallissa
järjestetyssä	järjest + etyssä
Uotsuri-jiman	Uotsuri-jima + n
2013	2013
pyöräytti	pyöräytt + i
innostaminen	innostaminen
kouluhommien	koulu + hommien
katsomassa	katso + massa
soittanut	soitta + nut
miettivät	mietti + vät
hartioista	harti + oista
Smithia	Smith + ia
digitaalisessa	digitaali + sessa
kompromissin	kompromissi + n
strategiassa	strategia + ssa
2-1	2-1
huokasi	huo + kasi
räikeästä	räikeä + stä
useita	use + ita
48	48
Lucullus	Lucullus
syreenit	syreeni + t
ulottuville	ulottu + ville
rekisteröity	rekisteröi + ty
menetyksen	menety + ksen
meuhkaamaan	meuhka + amaan
metsään	metsä + än
Kaarlen	Kaarle + n
toimenpiderajoitukset	toimen + piderajoitukset
sikiölle	sikiö + lle
vaikeimmin	vaike + immin
styroksilevyistä	styroksi + levyistä
vastaavaksi	vasta + avaksi
pystyivät	pysty + ivät
uusissa	uusi + ssa
tutkintapyyntö	tutkinta + pyyntö
taiteelle	tai + teelle
avoimessa	avoi + messa
Hollming	Hollming
%:sta	% + :sta
tömähtävät	tömähtä + vät
Paucar	Paucar
käytännöistä	käytän + nöistä
rakastaa	rakastaa
keltaisesta	keltai + sesta
talvikelejä	talvi + kelejä
ulottuva	ulottu + va
silti	silti
p2p-kakusta	p2p + -kakusta
juustopallojen	juusto + pallojen
EUR/t	EUR/t
Varsinais-Suomen	Varsinais-Suom + en
albumin	albumi + n
Suomi-havainnot	Suomi + -havainnot
espanjan	espanja + n
Eteläsaaren	Eteläsaar + en
haun	ha + un
yksikin	yksi + kin
yksittäisille	yksittäi + sille
Molvaniaan	Molvania + an
tutkintaa	tutkinta + a
tyydyttää	tyydyttää
puolestani	puolesta + ni
Etelä-Koreassa	Etelä-Korea + ssa
tasoituksen	tasoitu + ksen
allekirjoittamassa	allekirjoitta + massa
kuroutui	kuroutu + i
Fimean	Fimea + n
korkeimmillaan	korkeimmillaan
Graziani	Graziani
antamissa	anta + missa
tiedotusvälineiden	tiedotus + välineiden
pysähdyspaikkoja	pysähdys + paikkoja
kuunneltaisiin	kuunnel + taisiin
0,31	0,31
vislasi	visla + si
alusvaatteisillaan	alus + vaatteisillaan
purkautuu	purkautu + u
suunnitelluista	suunnitell + uista
pistoolinpiippuun	pistooli + npiippuun
kengänkärkiesi	kengän + kärkiesi
kiivainta	kiiva + inta
sanoi	sano + i
yhtiöön	yhtiö + ön
keskittyä	keskittyä
iltaan	ilta + an
alotit	alo + tit
tyvessä	tyv + essä
romanssia	romanssi + a
tiedosta	tie + dosta
esitellessään	esitell + essään
asuinsija	asuin + sija
IV:n	IV + :n
testissä	testi + ssä
mehiläisille	mehiläi + sille
keittolevylle	keitto + levylle
luonnokseen	luonno + kseen
arvopapereita	arvo + papereita
lähimmät	lähi + mmät
harrastajat	harrastaja + t
Jammun	Jammu + n
nirskautti	nirskautt + i
tieteellisen	tieteelli + sen
pikkutarkkaa	pikku + tarkkaa
vartiossa	vartio + ssa
ulkopoliittista	ulko + poliittista
laaja-alaisen	laaja + -alaisen
romutus	romutus
haaleaa	haalea + a
Aubert	Aubert
tykki	tykki
Itä-Aasian	Itä-Aasia + n
tuomaan	tuo + maan
50,0	50,0
rautaista	rautai + sta
tiuhaan	tiuhaan
kulje	kul + je
sipulia	sipuli + a
kusisessa	kusi + sessa
ottelulle	ottelu + lle
kulut	kulu + t
liikuntavastaavien	liikunta + vastaavien
lyhyet	lyhy + et
olemus	olemus
TS	TS
saapuessaan	saapu + essaan
kanisterin	kanisteri + n
Mary's	Mary's
tutkijaryhmänsä	tutkija + ryhmänsä
eksynyt	eksy + nyt
hymniin	hymni + in
askelia	askel + ia
Janilla	Jan + illa
cowboy	cowboy
kuullessani	kuull + essani
vakiovarusteena	vakio + varusteena
katselmus	katselmus
naisopiskelijat	nais + opiskelijat
Nashville	Nashville
uskota	usko + ta
Mordvan	Mordva + n
osapuoli	osa + puoli
606	606
määrätty	määrä + tty
arvoitukset	arvoitu + kset
paperi	paperi
lastenromaanit	la + stenromaanit
tarkastus	tarkastus
kaivoksen	kaivo + ksen
riskiin	riski + in
kyseiseltä	kysei + seltä
kokouksista	kokou + ksista
Latvalasta	Latvala + sta
makrokääpiöksi	makro + kääpiöksi
haukkaa	haukka + a
jyrähdys	jyrähdys
Hirvosesta	Hirvo + sesta
voimaan	voima + an
Hypatialle	Hypatia + lle
mahdollisten	mahdolli + sten
Wendersin	Wenders + in
terveydenhuoltoon	terveyden + huoltoon
tapahtuneeseen	tapahtu + neeseen
luovuttanut	luovutta + nut
alussakin	al + ussakin
löydettiin	löy + dettiin
pohjoisia	pohjoi + sia
mielestään	miel + estään
kirkkoon	kirkko + on
härkää	härkä + ä
säästää	säästää
komediassa	komedia + ssa
Kaijasiltaan	Kaijasilta + an
naapurirappuun	naapuri + rappuun
palveluntarjoajille	palvelu + ntarjoajille
siivellä	sii + vellä
tyyliään	tyyli + ään
asiuutta	asiuu + tta
päänsäryssä	pään + säryssä
oppaassa	op + paassa
joulupukin	joulu + pukin
liigaan	liiga + an
solisti	solisti
puitedirektiiviä	puite + direktiiviä
191	191
neljä	neljä
ristiriitainen	risti + riitainen
tärkeintä	tärke + intä
tykistöllä	tykistö + llä
edustavimmillaan	edustav + immillaan
myyntiin	myynti + in
vaaliluetteloita	vaali + luetteloita
Areva	Areva
varattiin	vara + ttiin
sisarentyttärelleni	sisaren + tyttärelleni
korvausvastuujärjestelmiä	korvaus + vastuujärjestelmiä
uraanipitoista	uraani + pitoista
savupilvi	savu + pilvi
tutkimuksesta	tutkimu + ksesta
mammografian	mammografia + n
hyödyttävät	hyödyttä + vät
harjoittajat	harjoittaja + t
henkilötietoja	henkilö + tietoja
Kidd	Kidd
korotuksia	korotu + ksia
liiankin	liian + kin
motiivini	motiivi + ni
matatalia	mata + talia
sotilaspuvussa	sotilas + puvussa
vastagambiittia	vasta + gambiittia
minimoida	minimoida
Latvala	Latvala
luopumaan	luopu + maan
historianläksynsä	historia + nläksynsä
vaihdon	vaih + don
kiire	kiire
TekstiNelonen	TekstiNelonen
länsiosassa	länsi + osassa
mittaamaton	mittaamaton
Chávez	Chávez
voittoa	voitto + a
harjoittamasta	harjoitta + masta
Gränd	Gränd
rakkaille	rak + kaille
osoituksen	osoitu + ksen
vastaaville	vastaav + ille
2001–2008	2001–2008
1999/730/YUTP	1999/730/YUTP
kristinuskon	kristinusko + n
poppia	poppi + a
hengaa	henga + a
olet	ol + et
kohtuudella	kohtuu + della
kappaleeseen	kappale + eseen
sekunnilla	sekun + nilla
sairaalahoidosta	sairaala + hoidosta
markkinavalvonnan	markkina + valvonnan
imuroin	imuroi + n
metallimusiikkia	metalli + musiikkia
noudatetaan	noudat + etaan
rikostutkinnassa	rikos + tutkinnassa
keinot	keino + t
http-paketin	http + -paketin
valaisevana	valaiseva + na
pyydätte	pyy + dätte
pituiset	pitui + set
välttäviä	välttäv + iä
vastarannankiiskejä	vasta + rannankiiskejä
35,0	35,0
tuiskujen	tuisku + jen
Suomi-loma	Suomi + -loma
syyllisyys	syyllisyys
epähuomiossa	epä + huomiossa
tarpeisiin	tar + peisiin
osakkeiden	osak + keiden
alkuperäinen	alku + peräinen
elantonsa	elanto + nsa
asuvien	asu + vien
pitkälti	pitkälti
ohje	ohje
eritoten	eritoten
ammuttu	am + muttu
saiyalaissoturi	saiyalais + soturi
animaatio-ohjaaja	animaatio + -ohjaaja
omakotitalo	oma + kotitalo
halulle	halu + lle
veistä	vei + stä
tulin	tul + in
mitä	mitä
toimitusaikaa	toimitus + aikaa
painele	painel + e
germaanisten	germaani + sten
käsilläni	käsi + lläni
järjestämässä	järjestä + mässä
arviointi-	arviointi + -
kuluneen	kulun + een
vietämmekin	viet + ämmekin
hallitun	hallit + un
Emma	Emma
uravaihtoehto	ura + vaihtoehto
auta	aut + a
turhautumisen	turhautumi + sen
sähköiseksi	sähköi + seksi
Miles	Miles
tyytyykin	tyyty + ykin
Allsvenskan-paluun	Allsvenskan + -paluun
poistua	poistua
kieltämään	kieltä + mään
perusteltuna	perustel + tuna
kiloa	kilo + a
viinan	viina + n
nytkin	nyt + kin
julkistetaan	julkist + etaan
ihastuneita	ihastu + neita
juurta	juurta
Boetticherin	Boetticher + in
rajataan	rajata + an
mansikoita	mansik + oita
puukoilta	puuk + oilta
Sohaqin	Sohaq + in
hankintaa	hankinta + a
valtakunnallisissa	valta + kunnallisissa
korkeammilla	korkea + mmilla
mietinnössä	mietin + nössä
kalastuksenvalvojat	kalastu + ksenvalvojat
sitkeyden	sitkey + den
luentokuulustelu	luento + kuulustelu
enimmillään	enimmillään
sarjassa	sarja + ssa
hallissa	halli + ssa
rättiä	rätti + ä
vakausvälineistä	vakaus + välineistä
maailmankaikkeuden	maailman + kaikkeuden
96-tilavuusprosenttista	96 + -tilavuusprosenttista
GATT-sopimuksessa	GATT + -sopimuksessa
gallup-henkinen	gallup + -henkinen
vanhemmista	vanhem + mista
sisärajoja	sisä + rajoja
laitoksessaan	laito + ksessaan
sukupuuttoon	sukupuutto + on
hallitusten	hallitus + ten
höyhenien	höyhen + ien
mahtui	mahtu + i
tarkoiteta	tarkoit + eta
äänestyskoneella	äänestys + koneella
kriisiaikana	kriisi + aikana
aurinko	aurinko
paljonkin	paljon + kin
reppureissaamaan	reppu + reissaamaan
kokous	kokous
Pääskyselle	Pääsky + selle
kuormurin	kuormuri + n
91/628/ETY	91/628/ETY
kuningasgambiitista	kuningas + gambiitista
Rosie	Rosie
haittavaikutuksiin	haitta + vaikutuksiin
S.w.a.t.tia	S.w.a.t. + tia
1907	1907
Galactic	Galactic
helpotushan	helpotus + han
omistuksessa	omistu + ksessa
upseerin	upseeri + n
pongputkea	pong + putkea
paistettua	paist + ettua
antaneen	anta + neen
FK:n	FK + :n
äänestyskone	äänestys + kone
ruumiista	ruumi + ista
tunnukseksi	tunnu + kseksi
selkälokkeja	selkä + lokkeja
herraksi	herra + ksi
pisaraa	pisara + a
toukokuulle	toukokuu + lle
5WPR:stä	5WPR + :stä
silitetyt	silit + etyt
itsetietoinen	itse + tietoinen
tukkapehko	tukka + pehko
Festuca	Festuca
kummissaan	kummissaan
tiivistyy	tiivisty + y
syömällä	syö + mällä
Latviaa	Latvia + a
liikevoiton	liike + voiton
laitoksia	laito + ksia
säätiön	säätiö + n
Kalle	Kalle
suudellut	suudell + ut
kohdistettu	kohdist + ettu
Mannerheimia	Mannerheim + ia
noinkin	noin + kin
porottaa	porottaa
vyöhykkeen	vyöhyk + keen
tarkastuksissa	tarkastu + ksissa
ruskistumaan	ruskistu + maan
urheilutoimintaan	urheilu + toimintaan
piilottanut	piilotta + nut
liittämään	liittä + mään
lainatessaan	laina + tessaan
niemimaalla	niemi + maalla
Tukholmaan	Tukholma + an
perheessämme	perhe + essämme
kannettaviksi	kan + nettaviksi
näyttikään	näytt + ikään
matkastamme	matka + stamme
tilaukset	tilau + kset
suhteissaan	suh + teissaan
pulju	pulju
kaiteelle	kai + teelle
keinotekoinen	keino + tekoinen
nopsaan	nopsaan
pesänsä	pesä + nsä
matkasi	matka + si
olevaan	ol + evaan
naistutkimus	nais + tutkimus
stadilainen	stadilainen
7−10-vuotiaille	7−10 + -vuotiaille
varoitti	varoitt + i
vuollun	vuoll + un
perustetta	peruste + tta
tiskissä	tiski + ssä
vaativan	vaati + van
sydämesi	sydä + mesi
velkasuohon	velka + suohon
vakavamman	vakava + mman
ilmoille	ilm + oille
erinomaisella	erinomai + sella
paikallisia	paikalli + sia
sienisalaatti	sieni + salaatti
kutsuukin	kutsu + ukin
paketissa	paket + issa
etsimistä	etsimi + stä
analyysiyhtiö	analyysi + yhtiö
kotouttaminen	kotouttaminen
Eve	Eve
Airbag	Airbag
ylitöihin	yli + töihin
hyvänsä	hyvänsä
alueellisesta	alueelli + sesta
kuljetettava	kuljet + ettava
jaan	ja + an
Sr.	Sr.
siksi	siksi
lisääminen	lisääminen
ihmiskauppa	ihmis + kauppa
eksoottisen	eksootti + sen
kesäyö	kesä + yö
AAA	AAA
joutavalta	joutava + lta
humuksesta	humu + ksesta
Leijona-koneen	Leijona + -koneen
tutustunut	tutustu + nut
lykätyksi	lykä + tyksi
syntisiä	synti + siä
tunteja	tunt + eja
urilla	ur + illa
rata	rata
iltaseitsemää	ilta + seitsemää
jättimäinen	jättimäinen
parantaa	parantaa
vähitellen	vähitellen
lämmön	läm + mön
ulkomailta	ulko + mailta
tapauksen	tapau + ksen
kaaostila	kaaos + tila
uhrattava	uhra + ttava
McLarenin	McLaren + in
diskurssissa	diskurssi + ssa
tuottamiseksi	tuottami + seksi
seisovat	seiso + vat
harvoja	harv + oja
juurien	juuri + en
kausiksi	kausi + ksi
teolliseen	teolli + seen
matkatyylistä	matka + tyylistä
tummuu	tummu + u
kirjasi	kirja + si
jatkoajalta	jatko + ajalta
avoimen	avoi + men
Stefanon	Stefano + n
sähköiseen	sähköi + seen
syntyneen	synty + neen
tosiasiat	tosi + asiat
puolestaan	puolestaan
kaksisuuntaisen	kaksi + suuntaisen
palkkioksi	palkkio + ksi
eläminen	eläminen
laihdutuksen	laihdutu + ksen
kelloos	kello + os
tutustuminen	tutustuminen
järjestelmä	järjestelmä
myynyt	myy + nyt
uzbekin	uzbek + in
tarkistamiseen	tarkistami + seen
aistittavissa	aisti + ttavissa
kasvuvauhtia	kasvu + vauhtia
haastatteluun	haastattelu + un
tässäkin	tä + ssäkin
ruotsinkielistä	ruotsin + kielistä
taloudenhoitajana	talouden + hoitajana
jäsenyys	jäsenyys
joukkueiden	joukkue + iden
hedonistisen	hedonisti + sen
lapseni	laps + eni
varoitamme	varoit + amme
toimivasta	toimiva + sta
Führer	Führer
raportoitiin	raportoi + tiin
houkuttanut	houkutta + nut
kunnianhimoisuutta	kunnian + himoisuutta
sekunniksikaan	sekun + niksikaan
naiseksi	nai + seksi
ideoiden	ide + oiden
Santahaminaan	Santahamina + an
1884	1884
liittymässä	liitty + mässä
liikennepaikan	liikenne + paikan
puoluehallituksen	puolue + hallituksen
vapaa-aikaankin	vapaa + -aikaankin
kurottelemaan	kurot + telemaan
pikapanoja	pika + panoja
tyhmäilet	tyhmäil + et
sinulta	sin + ulta
pahimpia	pah + impia
istuntosalin	istunto + salin
pikavoiton	pika + voiton
taloustilanne	talous + tilanne
parinkymmenen	pari + nkymmenen
käsis	käsi + s
kytkeytyvää	kytkeyty + vää
kuljetuserien	kuljetus + erien
päättämistä	päättämi + stä
noudattaa	noudattaa
varantovelvoitteiden	varanto + velvoitteiden
omistautumisesta	omistautumi + sesta
osuu	osu + u
työvoimapoliittisten	työ + voimapoliittisten
turvaansa	turva + ansa
hakupalvelu	haku + palvelu
Scientific	Scientific
taululla	taulu + lla
lähtevät	lähte + vät
luullaan	luulla + an
Krobs	Krobs
suojatiellä	suoja + tiellä
suorittamiin	suoritta + miin
hengenvaarallista	hengen + vaarallista
päätyovea	pääty + ovea
laitettu	lait + ettu
väkijoukon	väki + joukon
avioitua	avioitua
Charle	Charle
vaivan	vaiva + n
projekti	projekti
demokraattisesti	demokraattisesti
samantasoista	samantasoi + sta
välipäiviä	väli + päiviä
squamiceps	squamiceps
käyttöoikeussopimuksen	käyttö + oikeussopimuksen
Sea	Sea
sosiaalisia	sosiaali + sia
räpyttelyn	räpyttely + n
hellitti	hellitt + i
kääntyminen	kääntyminen
Tšerepanov	Tšerepanov
liittymisen	liittymi + sen
syyhytä	syyhytä
puheisiinkaan	puhe + isiinkaan
velkaneuvojille	velka + neuvojille
Luostarinvuoren	Luostarinvuor + en
katsot	katso + t
maahanmuuttajat	maahan + muuttajat
perustettiin	perust + ettiin
tavataan	tavata + an
perinpohjaisesti	perinpohjaisesti
optimistissa	optimisti + ssa
tapaamaan	ta + paamaan
armottomammaksi	armot + tomammaksi
unen	un + en
yksinkertaistettua	yksinkertaist + ettua
Hartosen	Harto + sen
pääoman	pää + oman
muodostaa	muodostaa
varustettujen	varust + ettujen
kukkineet	kukki + neet
kokeellisen	kokeelli + sen
39,49	39,49
realisoidessa	realisoi + dessa
Saudi-Arabiassa	Saudi-Arabia + ssa
Genovaan	Genova + an
kuule	kuule
kotouttamista	kotouttami + sta
Tricastinin	Tricastin + in
Zagreb	Zagreb
Exxon	Exxon
rumpuja	rumpu + ja
Pää-khosroidihaara	Pää + -khosroidihaara
auditorio	auditorio
V:n	V + :n
vähäinenkin	vähäinen + kin
korsista	korsi + sta
maoriheimot	maori + heimot
hylkäämistä	hylkäämi + stä
lopettavat	lopetta + vat
opintomatkan	opinto + matkan
rauhanpuolustaja	rauha + npuolustaja
kengänkärjelläni	kengän + kärjelläni
UML-mallinnuksessa	UML + -mallinnuksessa
äkillisesti	äkillisesti
tahoille	taho + ille
Etelä-Saimaa	Etelä-Saimaa
kunnon	kunnon
hyökyisi	hyöky + isi
voimaan	voi + maan
kaupallisuuteen	kaupallisuu + teen
kariutui	kariutu + i
ongelmallisia	ongelmalli + sia
merkitsisi	merki + tsisi
ritualisoidusti	ritualisoidusti
